"GEOID","Region"
"17111870606","Chicago"
"17111870902","Chicago"
"17111870101","Chicago"
"17111870402","Chicago"
"17111870808","Chicago"
"17111871404","Chicago"
"17111870702","Chicago"
"17111870102","Chicago"
"17111870704","Chicago"
"17111870605","Chicago"
"17111870603","Chicago"
"17111871305","Chicago"
"17111870703","Chicago"
"17119404100","St. Louis"
"17119402300","St. Louis"
"17119404000","St. Louis"
"17119402400","St. Louis"
"17119402100","St. Louis"
"17119403101","St. Louis"
"17119402200","St. Louis"
"17119403801","St. Louis"
"17119403701","St. Louis"
"17119403702","St. Louis"
"17119401300","St. Louis"
"17119403802","St. Louis"
"17119400903","St. Louis"
"17119401100","St. Louis"
"17119403604","St. Louis"
"17119400904","St. Louis"
"17119403532","St. Louis"
"17119403603","St. Louis"
"17119401903","St. Louis"
"17119401400","St. Louis"
"17119401701","St. Louis"
"17119401200","St. Louis"
"17119403531","St. Louis"
"17119401901","St. Louis"
"17119402900","St. Louis"
"17119401500","St. Louis"
"17119403001","St. Louis"
"17119400802","St. Louis"
"17119402000","St. Louis"
"17119402803","St. Louis"
"17119403002","St. Louis"
"17119401904","St. Louis"
"17119401722","St. Louis"
"17119401000","St. Louis"
"17119403533","St. Louis"
"17119403502","St. Louis"
"17119403402","St. Louis"
"17119402701","St. Louis"
"17119401721","St. Louis"
"17119402801","St. Louis"
"17119402802","St. Louis"
"17119400700","St. Louis"
"17119402500","St. Louis"
"17119402721","St. Louis"
"17119402722","St. Louis"
"17119403401","St. Louis"
"17119403601","St. Louis"
"17119400101","St. Louis"
"17119400801","St. Louis"
"17119403534","St. Louis"
"17119403121","St. Louis"
"17119400952","St. Louis"
"17119400102","St. Louis"
"17119403122","St. Louis"
"17119400951","St. Louis"
"17119401800","St. Louis"
"17119403300","St. Louis"
"17119400600","St. Louis"
"17119402600","St. Louis"
"17119403200","St. Louis"
"17119400200","St. Louis"
"17133600501","St. Louis"
"17133600102","St. Louis"
"17133600101","St. Louis"
"17133600502","St. Louis"
"17133600402","St. Louis"
"17133600401","St. Louis"
"17163504500","St. Louis"
"17163504600","St. Louis"
"17163504351","St. Louis"
"17163502100","St. Louis"
"17163504355","St. Louis"
"17163501603","St. Louis"
"17163501700","St. Louis"
"17163501100","St. Louis"
"17163501602","St. Louis"
"17163503334","St. Louis"
"17163504353","St. Louis"
"17163501604","St. Louis"
"17163503414","St. Louis"
"17163504303","St. Louis"
"17163503404","St. Louis"
"17163502900","St. Louis"
"17163500900","St. Louis"
"17163500500","St. Louis"
"17163503332","St. Louis"
"17163504352","St. Louis"
"17163503402","St. Louis"
"17163502700","St. Louis"
"17163503411","St. Louis"
"17163503301","St. Louis"
"17163501605","St. Louis"
"17163503322","St. Louis"
"17163502300","St. Louis"
"17163503202","St. Louis"
"17163501502","St. Louis"
"17163501400","St. Louis"
"17163500400","St. Louis"
"17163503304","St. Louis"
"17163502401","St. Louis"
"17163502800","St. Louis"
"17163503203","St. Louis"
"17163502603","St. Louis"
"17163501800","St. Louis"
"17163503324","St. Louis"
"17163504001","St. Louis"
"17163503323","St. Louis"
"17163502200","St. Louis"
"17163501200","St. Louis"
"17163503412","St. Louis"
"17163503906","St. Louis"
"17163503211","St. Louis"
"17163504354","St. Louis"
"17163501900","St. Louis"
"17163501501","St. Louis"
"17163503413","St. Louis"
"17163503100","St. Louis"
"17163504002","St. Louis"
"17163502404","St. Louis"
"17163504302","St. Louis"
"17163501300","St. Louis"
"17163502500","St. Louis"
"17163503905","St. Louis"
"17163503903","St. Louis"
"17163503904","St. Louis"
"17163503800","St. Louis"
"17163502602","St. Louis"
"17197881301","Chicago"
"17197883904","Chicago"
"17197881105","Chicago"
"17197880120","Chicago"
"17197880507","Chicago"
"17197880116","Chicago"
"17197881109","Chicago"
"17197880113","Chicago"
"17197881108","Chicago"
"17197883603","Chicago"
"17197881012","Chicago"
"17197880415","Chicago"
"17197881107","Chicago"
"17197883511","Chicago"
"17197883507","Chicago"
"17197880417","Chicago"
"17197880117","Chicago"
"17197880414","Chicago"
"17197880412","Chicago"
"17197880118","Chicago"
"17197880416","Chicago"
"17197880310","Chicago"
"17197881401","Chicago"
"17197881011","Chicago"
"17197880112","Chicago"
"17197883509","Chicago"
"17197880421","Chicago"
"17197880505","Chicago"
"17197883521","Chicago"
"17197880410","Chicago"
"17197883522","Chicago"
"17197880114","Chicago"
"17197881116","Chicago"
"17197882400","Chicago"
"17197884003","Chicago"
"17197881111","Chicago"
"17197881010","Chicago"
"17197881009","Chicago"
"17197881002","Chicago"
"17197880115","Chicago"
"17197883505","Chicago"
"17197880601","Chicago"
"17197882000","Chicago"
"17197881113","Chicago"
"17197880411","Chicago"
"17197882300","Chicago"
"17197883211","Chicago"
"17197881302","Chicago"
"17197883215","Chicago"
"17197884004","Chicago"
"17197881007","Chicago"
"17197880418","Chicago"
"17197881402","Chicago"
"17197881500","Chicago"
"17197880502","Chicago"
"17197880503","Chicago"
"17197881603","Chicago"
"17197883210","Chicago"
"17197881200","Chicago"
"17197883602","Chicago"
"17197880119","Chicago"
"17197880308","Chicago"
"17197880309","Chicago"
"17197884005","Chicago"
"17197881005","Chicago"
"17197883519","Chicago"
"17197881900","Chicago"
"17197883402","Chicago"
"17197883209","Chicago"
"17197881112","Chicago"
"17197980000","Chicago"
"17197882100","Chicago"
"17197883903","Chicago"
"17197882200","Chicago"
"17197883214","Chicago"
"17197883213","Chicago"
"17197880306","Chicago"
"17197880312","Chicago"
"17197883811","Chicago"
"17197880313","Chicago"
"17197880419","Chicago"
"17197880420","Chicago"
"17197980100","Chicago"
"17197883000","Chicago"
"17197880408","Chicago"
"17197880602","Chicago"
"17197883902","Chicago"
"17197883605","Chicago"
"17197880121","Chicago"
"17197880307","Chicago"
"17197883216","Chicago"
"17197881001","Chicago"
"17197883303","Chicago"
"17197883513","Chicago"
"17197880314","Chicago"
"17197883208","Chicago"
"17197881601","Chicago"
"17197882900","Chicago"
"17197880404","Chicago"
"17197883304","Chicago"
"17197880701","Chicago"
"17197883212","Chicago"
"17197883700","Chicago"
"17197881006","Chicago"
"17197880204","Chicago"
"17197883517","Chicago"
"17197880303","Chicago"
"17197884006","Chicago"
"17197884101","Chicago"
"17197883401","Chicago"
"17197883206","Chicago"
"17197882802","Chicago"
"17197882801","Chicago"
"17197881115","Chicago"
"17197880702","Chicago"
"17197883305","Chicago"
"17197880305","Chicago"
"17197880905","Chicago"
"17197880304","Chicago"
"17197883514","Chicago"
"17197883504","Chicago"
"17197883810","Chicago"
"17197882602","Chicago"
"17197884103","Chicago"
"17197883100","Chicago"
"17197880203","Chicago"
"17197883806","Chicago"
"17197880111","Chicago"
"17197883809","Chicago"
"17197883804","Chicago"
"17197882701","Chicago"
"17197883307","Chicago"
"17197880202","Chicago"
"17197883516","Chicago"
"17197883606","Chicago"
"17197880903","Chicago"
"17197880901","Chicago"
"17197880109","Chicago"
"17197883510","Chicago"
"17197880105","Chicago"
"17197882702","Chicago"
"17197881604","Chicago"
"17197883803","Chicago"
"17197883808","Chicago"
"17197883515","Chicago"
"17197882601","Chicago"
"17197882500","Chicago"
"17197880106","Chicago"
"17197880107","Chicago"
"17197881700","Chicago"
"17197881800","Chicago"
"17197883306","Chicago"
"20091053010","Kansas City"
"20091053105","Kansas City"
"20091052305","Kansas City"
"20091053006","Kansas City"
"20091052416","Kansas City"
"20091053102","Kansas City"
"20091052906","Kansas City"
"20091052907","Kansas City"
"20091053705","Kansas City"
"20091053424","Kansas City"
"20091051700","Kansas City"
"20091051802","Kansas City"
"20091052502","Kansas City"
"20091053505","Kansas City"
"20091052304","Kansas City"
"20091052303","Kansas City"
"20091052202","Kansas City"
"20091051600","Kansas City"
"20091052419","Kansas City"
"20091053101","Kansas City"
"20091053302","Kansas City"
"20091052421","Kansas City"
"20091053009","Kansas City"
"20091053406","Kansas City"
"20091053011","Kansas City"
"20091053201","Kansas City"
"20091050600","Kansas City"
"20091053506","Kansas City"
"20091052417","Kansas City"
"20091052003","Kansas City"
"20091053005","Kansas City"
"20091050500","Kansas City"
"20091052101","Kansas City"
"20091053007","Kansas City"
"20091053804","Kansas City"
"20091053409","Kansas City"
"20091050700","Kansas City"
"20091052418","Kansas City"
"20091052905","Kansas City"
"20091053422","Kansas City"
"20091052004","Kansas City"
"20091051801","Kansas City"
"20091052415","Kansas City"
"20091050000","Kansas City"
"20091052306","Kansas City"
"20091052904","Kansas City"
"20091053703","Kansas City"
"20091053803","Kansas City"
"20091052001","Kansas City"
"20091053002","Kansas City"
"20091050800","Kansas City"
"20091051500","Kansas City"
"20091053004","Kansas City"
"20091053403","Kansas City"
"20091052201","Kansas City"
"20091051908","Kansas City"
"20091051803","Kansas City"
"20091053008","Kansas City"
"20091052405","Kansas City"
"20091052504","Kansas City"
"20091052802","Kansas City"
"20091053301","Kansas City"
"20091053202","Kansas City"
"20091051907","Kansas City"
"20091053203","Kansas City"
"20091052414","Kansas City"
"20091053602","Kansas City"
"20091050100","Kansas City"
"20091053502","Kansas City"
"20091053410","Kansas City"
"20091053707","Kansas City"
"20091053712","Kansas City"
"20091052801","Kansas City"
"20091053109","Kansas City"
"20091052607","Kansas City"
"20091053423","Kansas City"
"20091052410","Kansas City"
"20091050400","Kansas City"
"20091053601","Kansas City"
"20091053557","Kansas City"
"20091053701","Kansas City"
"20091052102","Kansas City"
"20091052700","Kansas City"
"20091052601","Kansas City"
"20091053801","Kansas City"
"20091052803","Kansas City"
"20091053509","Kansas City"
"20091051909","Kansas City"
"20091052910","Kansas City"
"20091051300","Kansas City"
"20091053108","Kansas City"
"20091052411","Kansas City"
"20091053110","Kansas City"
"20091053556","Kansas City"
"20091053555","Kansas City"
"20091980001","Kansas City"
"20091980002","Kansas City"
"20091051805","Kansas City"
"20091050200","Kansas City"
"20091053421","Kansas City"
"20091050302","Kansas City"
"20091051200","Kansas City"
"20091051904","Kansas City"
"20091053711","Kansas City"
"20091052908","Kansas City"
"20091051903","Kansas City"
"20091050301","Kansas City"
"20091051100","Kansas City"
"20091053508","Kansas City"
"20091051400","Kansas City"
"20091051906","Kansas City"
"20091052606","Kansas City"
"20091053709","Kansas City"
"20091050900","Kansas City"
"20091053413","Kansas City"
"20091053419","Kansas City"
"20091051902","Kansas City"
"20091052604","Kansas City"
"20091052603","Kansas City"
"20091053411","Kansas City"
"20091051806","Kansas City"
"20091051000","Kansas City"
"20091053510","Kansas City"
"20091053415","Kansas City"
"20091051804","Kansas City"
"20091053507","Kansas City"
"20091053417","Kansas City"
"20091053414","Kansas City"
"20091980003","Kansas City"
"20091053418","Kansas City"
"20103070900","Kansas City"
"20103070700","Kansas City"
"20103070400","Kansas City"
"20103071202","Kansas City"
"20103071000","Kansas City"
"20103071600","Kansas City"
"20103070100","Kansas City"
"20103070300","Kansas City"
"20103981900","Kansas City"
"20103071102","Kansas City"
"20103071203","Kansas City"
"20103070500","Kansas City"
"20103071800","Kansas City"
"20103071101","Kansas City"
"20103071400","Kansas City"
"20103070200","Kansas City"
"20121100700","Kansas City"
"20121100602","Kansas City"
"20121100400","Kansas City"
"20121100100","Kansas City"
"20121100601","Kansas City"
"20121100200","Kansas City"
"20121100500","Kansas City"
"20121100300","Kansas City"
"20209042400","Kansas City"
"20209041300","Kansas City"
"20209044400","Kansas City"
"20209041800","Kansas City"
"20209042200","Kansas City"
"20209044804","Kansas City"
"20209042001","Kansas City"
"20209044702","Kansas City"
"20209042100","Kansas City"
"20209044303","Kansas City"
"20209041100","Kansas City"
"20209040001","Kansas City"
"20209042300","Kansas City"
"20209041900","Kansas City"
"20209045000","Kansas City"
"20209042002","Kansas City"
"20209044703","Kansas City"
"20209044103","Kansas City"
"20209045100","Kansas City"
"20209042800","Kansas City"
"20209043600","Kansas City"
"20209040800","Kansas City"
"20209043700","Kansas City"
"20209042501","Kansas City"
"20209041000","Kansas City"
"20209042502","Kansas City"
"20209043802","Kansas City"
"20209041200","Kansas City"
"20209041500","Kansas City"
"20209044301","Kansas City"
"20209043301","Kansas City"
"20209040900","Kansas City"
"20209044803","Kansas City"
"20209044806","Kansas City"
"20209040500","Kansas City"
"20209041700","Kansas City"
"20209044900","Kansas City"
"20209043803","Kansas City"
"20209044704","Kansas City"
"20209044603","Kansas City"
"20209043400","Kansas City"
"20209044302","Kansas City"
"20209044201","Kansas City"
"20209044101","Kansas City"
"20209040600","Kansas City"
"20209041600","Kansas City"
"20209040700","Kansas City"
"20209040400","Kansas City"
"20209043804","Kansas City"
"20209040200","Kansas City"
"20209044202","Kansas City"
"20209040002","Kansas City"
"20209042600","Kansas City"
"20209043000","Kansas City"
"20209042700","Kansas City"
"20209043500","Kansas City"
"20209044102","Kansas City"
"20209044004","Kansas City"
"20209043904","Kansas City"
"20209044602","Kansas City"
"20209044500","Kansas City"
"20209044003","Kansas City"
"20209044001","Kansas City"
"20209044104","Kansas City"
"20209043903","Kansas City"
"20209043905","Kansas City"
"20209044601","Kansas City"
"20209044805","Kansas City"
"20209045200","Kansas City"
"20209040300","Kansas City"
"24003751400","Baltimore"
"24003701400","Baltimore"
"24003702100","Baltimore"
"24003702702","Baltimore"
"24003730504","Baltimore"
"24003751103","Baltimore"
"24003701200","Baltimore"
"24003706101","Baltimore"
"24003751102","Baltimore"
"24003740603","Baltimore"
"24003702601","Baltimore"
"24003730502","Baltimore"
"24003740601","Baltimore"
"24003740602","Baltimore"
"24003701300","Baltimore"
"24003702602","Baltimore"
"24003702701","Baltimore"
"24003740500","Baltimore"
"24003751000","Baltimore"
"24003706700","Baltimore"
"24003706600","Baltimore"
"24003731303","Baltimore"
"24003706301","Baltimore"
"24003730401","Baltimore"
"24003730402","Baltimore"
"24003751200","Baltimore"
"24003740400","Baltimore"
"24003730204","Baltimore"
"24003701102","Baltimore"
"24003701101","Baltimore"
"24003702300","Baltimore"
"24003730300","Baltimore"
"24003731104","Baltimore"
"24003990000","Baltimore"
"24003702402","Baltimore"
"24003731203","Baltimore"
"24003751500","Baltimore"
"24003750900","Baltimore"
"24003740305","Baltimore"
"24003740304","Baltimore"
"24003731311","Baltimore"
"24003706500","Baltimore"
"24003702209","Baltimore"
"24003731003","Baltimore"
"24003731004","Baltimore"
"24003750801","Baltimore"
"24003707001","Baltimore"
"24003731103","Baltimore"
"24003702500","Baltimore"
"24003731202","Baltimore"
"24003708004","Baltimore"
"24003751600","Baltimore"
"24003706402","Baltimore"
"24003706302","Baltimore"
"24003731310","Baltimore"
"24003980000","Baltimore"
"24003706401","Baltimore"
"24003730800","Baltimore"
"24003750202","Baltimore"
"24003731102","Baltimore"
"24003731306","Baltimore"
"24003731105","Baltimore"
"24003740701","Baltimore"
"24003731307","Baltimore"
"24003740203","Baltimore"
"24003730203","Baltimore"
"24003740103","Baltimore"
"24003740102","Baltimore"
"24003751700","Baltimore"
"24003702206","Baltimore"
"24003731204","Baltimore"
"24003750102","Baltimore"
"24003750400","Baltimore"
"24003750300","Baltimore"
"24003750803","Baltimore"
"24003731201","Baltimore"
"24003750201","Baltimore"
"24003740702","Baltimore"
"24003740201","Baltimore"
"24003740303","Baltimore"
"24003730100","Baltimore"
"24003731309","Baltimore"
"24003702205","Baltimore"
"24003702208","Baltimore"
"24003730901","Baltimore"
"24003730604","Baltimore"
"24003750101","Baltimore"
"24003750203","Baltimore"
"24003750804","Baltimore"
"24003730506","Baltimore"
"24003731308","Baltimore"
"24003708001","Baltimore"
"24003707002","Baltimore"
"24003730601","Baltimore"
"24003740104","Baltimore"
"24003740105","Baltimore"
"24003731002","Baltimore"
"24003702204","Baltimore"
"24003730700","Baltimore"
"24003741000","Baltimore"
"24003730603","Baltimore"
"24003730505","Baltimore"
"24003740800","Baltimore"
"24003740900","Baltimore"
"24003730902","Baltimore"
"24005451402","Baltimore"
"24005451401","Baltimore"
"24005451200","Baltimore"
"24005440900","Baltimore"
"24005408503","Baltimore"
"24005400701","Baltimore"
"24005408505","Baltimore"
"24005450300","Baltimore"
"24005451300","Baltimore"
"24005411302","Baltimore"
"24005420702","Baltimore"
"24005408502","Baltimore"
"24005402407","Baltimore"
"24005440702","Baltimore"
"24005441000","Baltimore"
"24005441101","Baltimore"
"24005430700","Baltimore"
"24005400702","Baltimore"
"24005441102","Baltimore"
"24005450100","Baltimore"
"24005450200","Baltimore"
"24005404403","Baltimore"
"24005430800","Baltimore"
"24005450400","Baltimore"
"24005420600","Baltimore"
"24005408302","Baltimore"
"24005420800","Baltimore"
"24005440701","Baltimore"
"24005440800","Baltimore"
"24005401400","Baltimore"
"24005401503","Baltimore"
"24005430300","Baltimore"
"24005430200","Baltimore"
"24005401505","Baltimore"
"24005401506","Baltimore"
"24005411202","Baltimore"
"24005420701","Baltimore"
"24005490301","Baltimore"
"24005401507","Baltimore"
"24005408400","Baltimore"
"24005420900","Baltimore"
"24005401200","Baltimore"
"24005404102","Baltimore"
"24005430600","Baltimore"
"24005401302","Baltimore"
"24005401504","Baltimore"
"24005400500","Baltimore"
"24005400600","Baltimore"
"24005420402","Baltimore"
"24005404402","Baltimore"
"24005450900","Baltimore"
"24005451100","Baltimore"
"24005490900","Baltimore"
"24005402503","Baltimore"
"24005440500","Baltimore"
"24005451702","Baltimore"
"24005440600","Baltimore"
"24005430101","Baltimore"
"24005430104","Baltimore"
"24005452400","Baltimore"
"24005452500","Baltimore"
"24005403300","Baltimore"
"24005400400","Baltimore"
"24005430900","Baltimore"
"24005440200","Baltimore"
"24005401101","Baltimore"
"24005402405","Baltimore"
"24005402504","Baltimore"
"24005401102","Baltimore"
"24005980200","Baltimore"
"24005404101","Baltimore"
"24005401301","Baltimore"
"24005450800","Baltimore"
"24005451802","Baltimore"
"24005402306","Baltimore"
"24005404202","Baltimore"
"24005490100","Baltimore"
"24005490200","Baltimore"
"24005490302","Baltimore"
"24005440300","Baltimore"
"24005491202","Baltimore"
"24005408506","Baltimore"
"24005402505","Baltimore"
"24005421300","Baltimore"
"24005421102","Baltimore"
"24005421200","Baltimore"
"24005402303","Baltimore"
"24005400100","Baltimore"
"24005402305","Baltimore"
"24005420500","Baltimore"
"24005408100","Baltimore"
"24005451000","Baltimore"
"24005401000","Baltimore"
"24005408303","Baltimore"
"24005440400","Baltimore"
"24005403803","Baltimore"
"24005980000","Baltimore"
"24005492600","Baltimore"
"24005411201","Baltimore"
"24005451701","Baltimore"
"24005406000","Baltimore"
"24005403201","Baltimore"
"24005403401","Baltimore"
"24005400800","Baltimore"
"24005440100","Baltimore"
"24005408200","Baltimore"
"24005403801","Baltimore"
"24005402406","Baltimore"
"24005402404","Baltimore"
"24005491300","Baltimore"
"24005451600","Baltimore"
"24005450504","Baltimore"
"24005404201","Baltimore"
"24005421101","Baltimore"
"24005402304","Baltimore"
"24005407001","Baltimore"
"24005420401","Baltimore"
"24005420303","Baltimore"
"24005430400","Baltimore"
"24005403802","Baltimore"
"24005402201","Baltimore"
"24005411102","Baltimore"
"24005980100","Baltimore"
"24005408900","Baltimore"
"24005403100","Baltimore"
"24005402302","Baltimore"
"24005492401","Baltimore"
"24005451801","Baltimore"
"24005402509","Baltimore"
"24005403202","Baltimore"
"24005451803","Baltimore"
"24005420302","Baltimore"
"24005403402","Baltimore"
"24005491000","Baltimore"
"24005408304","Baltimore"
"24005402307","Baltimore"
"24005402403","Baltimore"
"24005492402","Baltimore"
"24005421000","Baltimore"
"24005490701","Baltimore"
"24005411410","Baltimore"
"24005490800","Baltimore"
"24005420301","Baltimore"
"24005407002","Baltimore"
"24005400200","Baltimore"
"24005411407","Baltimore"
"24005403702","Baltimore"
"24005452300","Baltimore"
"24005411101","Baltimore"
"24005410100","Baltimore"
"24005492500","Baltimore"
"24005408703","Baltimore"
"24005451500","Baltimore"
"24005402604","Baltimore"
"24005402602","Baltimore"
"24005411408","Baltimore"
"24005491402","Baltimore"
"24005420200","Baltimore"
"24005402603","Baltimore"
"24005400900","Baltimore"
"24005404404","Baltimore"
"24005404800","Baltimore"
"24005404502","Baltimore"
"24005410200","Baltimore"
"24005408704","Baltimore"
"24005408702","Baltimore"
"24005492300","Baltimore"
"24005490605","Baltimore"
"24005402506","Baltimore"
"24005420100","Baltimore"
"24005411406","Baltimore"
"24005411409","Baltimore"
"24005491500","Baltimore"
"24005408601","Baltimore"
"24005491100","Baltimore"
"24005491201","Baltimore"
"24005404501","Baltimore"
"24005450501","Baltimore"
"24005450503","Baltimore"
"24005411309","Baltimore"
"24005492200","Baltimore"
"24005411307","Baltimore"
"24005411404","Baltimore"
"24005490601","Baltimore"
"24005411308","Baltimore"
"24005452100","Baltimore"
"24005451900","Baltimore"
"24005403701","Baltimore"
"24005403602","Baltimore"
"24005411306","Baltimore"
"24005403601","Baltimore"
"24005408602","Baltimore"
"24005491401","Baltimore"
"24005490400","Baltimore"
"24005492002","Baltimore"
"24005408507","Baltimore"
"24005491600","Baltimore"
"24005492102","Baltimore"
"24005491701","Baltimore"
"24005403500","Baltimore"
"24005404900","Baltimore"
"24005408800","Baltimore"
"24005490703","Baltimore"
"24005405000","Baltimore"
"24005490603","Baltimore"
"24005404600","Baltimore"
"24005452000","Baltimore"
"24005490500","Baltimore"
"24005411303","Baltimore"
"24005492101","Baltimore"
"24005402202","Baltimore"
"24005492001","Baltimore"
"24005490602","Baltimore"
"24005491900","Baltimore"
"24013514202","Baltimore"
"24013505101","Baltimore"
"24013507602","Baltimore"
"24013507802","Baltimore"
"24013508200","Baltimore"
"24013513002","Baltimore"
"24013506102","Baltimore"
"24013507601","Baltimore"
"24013514100","Baltimore"
"24013511000","Baltimore"
"24013508102","Baltimore"
"24013507702","Baltimore"
"24013504100","Baltimore"
"24013502000","Baltimore"
"24013510000","Baltimore"
"24013509002","Baltimore"
"24013505206","Baltimore"
"24013505203","Baltimore"
"24013501002","Baltimore"
"24013507704","Baltimore"
"24013507801","Baltimore"
"24013503000","Baltimore"
"24013508101","Baltimore"
"24013513001","Baltimore"
"24013509001","Baltimore"
"24013514201","Baltimore"
"24013506101","Baltimore"
"24013507703","Baltimore"
"24013504202","Baltimore"
"24013506200","Baltimore"
"24013504201","Baltimore"
"24013505208","Baltimore"
"24013505102","Baltimore"
"24013507500","Baltimore"
"24013501001","Baltimore"
"24013505207","Baltimore"
"24013505205","Baltimore"
"24013512000","Baltimore"
"24025303102","Baltimore"
"24025303502","Baltimore"
"24025306100","Baltimore"
"24025306200","Baltimore"
"24025303201","Baltimore"
"24025301601","Baltimore"
"24025301401","Baltimore"
"24025302901","Baltimore"
"24025301704","Baltimore"
"24025303101","Baltimore"
"24025305300","Baltimore"
"24025301402","Baltimore"
"24025303203","Baltimore"
"24025306300","Baltimore"
"24025305200","Baltimore"
"24025303300","Baltimore"
"24025301301","Baltimore"
"24025303801","Baltimore"
"24025306500","Baltimore"
"24025301302","Baltimore"
"24025302902","Baltimore"
"24025306400","Baltimore"
"24025303400","Baltimore"
"24025302400","Baltimore"
"24025303803","Baltimore"
"24025303802","Baltimore"
"24025303700","Baltimore"
"24025303900","Baltimore"
"24025302100","Baltimore"
"24025302200","Baltimore"
"24025303602","Baltimore"
"24025301106","Baltimore"
"24025303205","Baltimore"
"24025301105","Baltimore"
"24025303606","Baltimore"
"24025303206","Baltimore"
"24025302801","Baltimore"
"24025304101","Baltimore"
"24025301702","Baltimore"
"24025303501","Baltimore"
"24025301205","Baltimore"
"24025303204","Baltimore"
"24025301202","Baltimore"
"24025305100","Baltimore"
"24025304201","Baltimore"
"24025304102","Baltimore"
"24025301703","Baltimore"
"24025303605","Baltimore"
"24025301602","Baltimore"
"24025302802","Baltimore"
"24025301204","Baltimore"
"24025301102","Baltimore"
"24025303603","Baltimore"
"24025301201","Baltimore"
"24025301107","Baltimore"
"24025301108","Baltimore"
"24025304202","Baltimore"
"24027602700","Baltimore"
"24027606804","Baltimore"
"24027602302","Baltimore"
"24027601203","Baltimore"
"24027602201","Baltimore"
"24027601201","Baltimore"
"24027602303","Baltimore"
"24027605401","Baltimore"
"24027605104","Baltimore"
"24027602100","Baltimore"
"24027602202","Baltimore"
"24027602304","Baltimore"
"24027606907","Baltimore"
"24027606803","Baltimore"
"24027606901","Baltimore"
"24027606806","Baltimore"
"24027605402","Baltimore"
"24027601204","Baltimore"
"24027601104","Baltimore"
"24027602306","Baltimore"
"24027606805","Baltimore"
"24027605102","Baltimore"
"24027603003","Baltimore"
"24027601108","Baltimore"
"24027605502","Baltimore"
"24027606906","Baltimore"
"24027601107","Baltimore"
"24027602600","Baltimore"
"24027601105","Baltimore"
"24027606905","Baltimore"
"24027605504","Baltimore"
"24027603001","Baltimore"
"24027602305","Baltimore"
"24027605505","Baltimore"
"24027602900","Baltimore"
"24027604002","Baltimore"
"24027605601","Baltimore"
"24027606707","Baltimore"
"24027605103","Baltimore"
"24027606706","Baltimore"
"24027602800","Baltimore"
"24027606701","Baltimore"
"24027604001","Baltimore"
"24027601103","Baltimore"
"24027606704","Baltimore"
"24027606603","Baltimore"
"24027606604","Baltimore"
"24027606606","Baltimore"
"24027606705","Baltimore"
"24027605503","Baltimore"
"24027606607","Baltimore"
"24027603004","Baltimore"
"24027606904","Baltimore"
"24027606601","Baltimore"
"24027605602","Baltimore"
"24035811000","Baltimore"
"24035810300","Baltimore"
"24035810500","Baltimore"
"24035990100","Baltimore"
"24035810200","Baltimore"
"24035810100","Baltimore"
"24035810600","Baltimore"
"24035810400","Baltimore"
"24035990000","Baltimore"
"24035810902","Baltimore"
"24035810901","Baltimore"
"24035810700","Baltimore"
"24035810800","Baltimore"
"24035990200","Baltimore"
"24510270803","Baltimore"
"24510271101","Baltimore"
"24510270701","Baltimore"
"24510260302","Baltimore"
"24510260301","Baltimore"
"24510240400","Baltimore"
"24510271400","Baltimore"
"24510240100","Baltimore"
"24510090700","Baltimore"
"24510270801","Baltimore"
"24510270802","Baltimore"
"24510270402","Baltimore"
"24510270703","Baltimore"
"24510260201","Baltimore"
"24510260203","Baltimore"
"24510090600","Baltimore"
"24510260102","Baltimore"
"24510090300","Baltimore"
"24510090100","Baltimore"
"24510270805","Baltimore"
"24510270600","Baltimore"
"24510070400","Baltimore"
"24510150900","Baltimore"
"24510260202","Baltimore"
"24510120201","Baltimore"
"24510030200","Baltimore"
"24510270702","Baltimore"
"24510240200","Baltimore"
"24510260303","Baltimore"
"24510270302","Baltimore"
"24510270401","Baltimore"
"24510090200","Baltimore"
"24510090500","Baltimore"
"24510230300","Baltimore"
"24510280200","Baltimore"
"24510120100","Baltimore"
"24510010500","Baltimore"
"24510240300","Baltimore"
"24510271300","Baltimore"
"24510120600","Baltimore"
"24510090400","Baltimore"
"24510270502","Baltimore"
"24510130100","Baltimore"
"24510270501","Baltimore"
"24510150701","Baltimore"
"24510261100","Baltimore"
"24510080200","Baltimore"
"24510271002","Baltimore"
"24510080102","Baltimore"
"24510080301","Baltimore"
"24510120202","Baltimore"
"24510270804","Baltimore"
"24510020300","Baltimore"
"24510230200","Baltimore"
"24510260402","Baltimore"
"24510210200","Baltimore"
"24510160801","Baltimore"
"24510080700","Baltimore"
"24510150800","Baltimore"
"24510150702","Baltimore"
"24510260800","Baltimore"
"24510271001","Baltimore"
"24510010400","Baltimore"
"24510280301","Baltimore"
"24510030100","Baltimore"
"24510280302","Baltimore"
"24510260401","Baltimore"
"24510270301","Baltimore"
"24510160700","Baltimore"
"24510080600","Baltimore"
"24510160500","Baltimore"
"24510080800","Baltimore"
"24510261000","Baltimore"
"24510270903","Baltimore"
"24510271801","Baltimore"
"24510272004","Baltimore"
"24510170100","Baltimore"
"24510151000","Baltimore"
"24510020200","Baltimore"
"24510190300","Baltimore"
"24510120700","Baltimore"
"24510120400","Baltimore"
"24510040100","Baltimore"
"24510040200","Baltimore"
"24510150500","Baltimore"
"24510100100","Baltimore"
"24510150600","Baltimore"
"24510270902","Baltimore"
"24510110200","Baltimore"
