"COUNTY","GEOID","DESCRIPTION","REGION","YEAR","UNEMPLOYMENT","IN_LABOR_FORCE","FRONTLINE_OCC","HIGH_UNEMP_OCC","UNEMPLOYMENT_2019_RR","FRONTLINE_OCC_RR","HIGH_UNEMP_OCC_RR"
"17143","1701701","Peoria County--Peoria City, Illinois","Peoria, IL",2019,0.028,0.483,0.364,0.123,1.16,1.03,0.88
"17179","1701900","Tazewell County, Illinois","Peoria, IL",2019,0.019,0.477,0.335,0.164,0.78,0.95,1.17
"17167","1701300","Sangamon County--Springfield City, Illinois","Springfield, IL",2019,0.028,0.483,0.294,0.142,1,1,1
"17183","1702200","Livingston, Ford, Iroquois & Vermilion Counties, Illinois","Danville, IL",2019,0.032,0.456,0.391,0.112,1,1,1
"17195","1700104","Jo Daviess, Carroll, Whiteside & Lee Counties, Illinois","Sterling, IL",2019,0.018,0.495,0.371,0.12,1,1,1
"17199","1700900","Jackson, Williamson, Franklin & Perry Counties, Illinois","Carbondale-Marion, IL",2019,0.022,0.459,0.308,0.134,1,1,1
"17201","1702901","Winnebago (Northeast) & Boone Counties, Illinois","Rockford, IL",2019,0.027,0.54,0.345,0.153,0.74,0.95,1.07
"17201","1702801","Winnebago County (Southeast & West)--Rockford City, Illinois","Rockford, IL",2019,0.044,0.488,0.377,0.134,1.21,1.04,0.94
"18003","1801001","Allen County (Central)--Fort Wayne City (South), Indiana","Fort Wayne, IN",2019,0.033,0.506,0.364,0.144,1.5,1.06,1.1
"18003","1801002","Allen County (Central)--Fort Wayne City (North), Indiana","Fort Wayne, IN",2019,0.023,0.524,0.325,0.129,1.05,0.94,0.98
"18003","1801003","Allen County (Outside Fort Wayne City), Indiana","Fort Wayne, IN",2019,0.009,0.547,0.343,0.12,0.41,1,0.91
"18005","1802900","Bartholomew & Jackson Counties--Columbus City, Indiana","Columbus, IN",2019,0.014,0.525,0.42,0.134,1,1,1
"18011","1801801","Boone & Hamilton (Northwest) Counties, Indiana","Indianapolis-Carmel-Anderson, IN",2019,0.014,0.519,0.325,0.12,0.64,1.07,0.85
"18057","1801802","Hamilton County (Central)--Carmel City & Fishers Town (West), Indiana","Indianapolis-Carmel-Anderson, IN",2019,0.011,0.559,0.293,0.135,0.5,0.97,0.96
"18057","1801803","Hamilton County (East)--Noblesville City & Fishers Town (East), Indiana","Indianapolis-Carmel-Anderson, IN",2019,0.02,0.531,0.27,0.139,0.91,0.89,0.99
"18059","1802500","Hancock & Shelby Counties, Indiana","Indianapolis-Carmel-Anderson, IN",2019,0.022,0.52,0.311,0.139,1,1.03,0.99
"18063","1802200","Hendricks County, Indiana","Indianapolis-Carmel-Anderson, IN",2019,0.013,0.551,0.285,0.116,0.59,0.94,0.83
"18081","1802400","Johnson County--Greenwood City, Indiana","Indianapolis-Carmel-Anderson, IN",2019,0.014,0.539,0.282,0.139,0.64,0.93,0.99
"18095","1801900","Madison County--Anderson City, Indiana","Indianapolis-Carmel-Anderson, IN",2019,0.025,0.491,0.354,0.18,1.14,1.17,1.28
"18097","1802303","Marion County--Lawrence Township--Indianapolis (Northeast) & Lawrence Cities, Indiana","Indianapolis-Carmel-Anderson, IN",2019,0.025,0.555,0.293,0.139,1.14,0.97,0.99
"18097","1802305","Marion County--Center Township--Indianapolis City (Central), Indiana","Indianapolis-Carmel-Anderson, IN",2019,0.045,0.527,0.269,0.209,2.04,0.89,1.49
"18097","1802302","Marion County--Washington Township (South & East)--Indianapolis City (North), Indiana","Indianapolis-Carmel-Anderson, IN",2019,0.028,0.566,0.288,0.133,1.27,0.95,0.95
"18097","1802304","Marion County--Wayne & Decatur (Northwest) Townships--Indianapolis City (West), Indiana","Indianapolis-Carmel-Anderson, IN",2019,0.027,0.488,0.302,0.148,1.23,1,1.05
"18097","1802306","Marion County--Warren & Franklin Townships--Indianapolis City (East & Southeast), Indiana","Indianapolis-Carmel-Anderson, IN",2019,0.033,0.493,0.314,0.128,1.5,1.03,0.91
"18097","1802307","Marion County--Perry & Decatur (South & East) Townships--Indianapolis City (South), Indiana","Indianapolis-Carmel-Anderson, IN",2019,0.012,0.506,0.311,0.138,0.55,1.03,0.98
"18097","1802301","Marion County--Pike & Washington (Northwest) Townships--Indianapolis City (Northwest), Indiana","Indianapolis-Carmel-Anderson, IN",2019,0.035,0.545,0.355,0.134,1.59,1.17,0.95
"18109","1802100","Morgan, Putnam & Brown Counties, Indiana","Indianapolis-Carmel-Anderson, IN",2019,0.008,0.495,0.33,0.11,0.36,1.09,0.78
"18019","1803600","Clark County--Jeffersonville City, Indiana","Louisville/Jefferson County, KY-IN",2019,0.024,0.516,0.285,0.156,1.05,0.91,1.22
"18043","1803500","Floyd, Harrison & Washington Counties, Indiana","Louisville/Jefferson County, KY-IN",2019,0.016,0.512,0.32,0.107,0.7,1.03,0.83
"21029","2101600","KIPDA Area Development District (Southeast), Kentucky","Louisville/Jefferson County, KY-IN",2019,0.019,0.523,0.305,0.109,0.83,0.98,0.85
"21111","2101706","KIPDA Area Development District (West)--Louisville/Jefferson County (Southwest), Kentucky","Louisville/Jefferson County, KY-IN",2019,0.028,0.476,0.331,0.18,1.23,1.06,1.4
"21111","2101702","KIPDA Area Development District (West)--Louisville/Jefferson County (North Central), Kentucky","Louisville/Jefferson County, KY-IN",2019,0.022,0.588,0.259,0.159,0.97,0.83,1.24
"21111","2101704","KIPDA Area Development District (West)--Louisville/Jefferson County (Southeast), Kentucky","Louisville/Jefferson County, KY-IN",2019,0.022,0.55,0.305,0.107,0.97,0.98,0.83
"21111","2101705","KIPDA Area Development District (West)--Louisville/Jefferson County (South Central), Kentucky","Louisville/Jefferson County, KY-IN",2019,0.025,0.561,0.338,0.099,1.1,1.09,0.77
"21111","2101703","KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast), Kentucky","Louisville/Jefferson County, KY-IN",2019,0.012,0.525,0.303,0.119,0.53,0.97,0.93
"21111","2101701","KIPDA Area Development District (West)--Louisville/Jefferson County (Northwest), Kentucky","Louisville/Jefferson County, KY-IN",2019,0.046,0.432,0.361,0.144,2.02,1.16,1.12
"21185","2101800","KIPDA Area Development District (Northeast), Kentucky","Louisville/Jefferson County, KY-IN",2019,0.018,0.508,0.319,0.111,0.79,1.02,0.87
"18021","1801600","Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties, Indiana","Terre Haute, IN",2019,0.038,0.462,0.38,0.132,1.07,1.05,1.09
"18167","1801700","Vigo County--Terre Haute City, Indiana","Terre Haute, IN",2019,0.033,0.478,0.346,0.11,0.93,0.95,0.91
"18029","1803100","Dearborn, Franklin, Ripley, Switzerland & Ohio Counties, Indiana","Cincinnati, OH-KY-IN",2019,0.018,0.53,0.313,0.132,0.89,1.03,1
"21015","2102500","Northern Kentucky Area Development District (Northwest)--Boone County, Kentucky","Cincinnati, OH-KY-IN",2019,0.009,0.557,0.347,0.126,0.45,1.14,0.95
"21037","2102600","Northern Kentucky Area Development District (Southeast), Kentucky","Cincinnati, OH-KY-IN",2019,0.015,0.503,0.304,0.104,0.74,1,0.79
"21117","2102400","Northern Kentucky Area Development District (North Central)--Kenton County, Kentucky","Cincinnati, OH-KY-IN",2019,0.015,0.551,0.286,0.123,0.74,0.94,0.93
"39017","3905403","Butler County (North & West)--Middletown, Oxford & Trenton Cities, Ohio","Cincinnati, OH-KY-IN",2019,0.031,0.464,0.298,0.111,1.54,0.98,0.84
"39017","3905402","Butler County (South Central)--Hamilton & Fairfield Cities, Ohio","Cincinnati, OH-KY-IN",2019,0.023,0.499,0.302,0.16,1.14,0.99,1.21
"39017","3905401","Butler County (Southeast)--Monroe City & Beckett Ridge, Ohio","Cincinnati, OH-KY-IN",2019,0.011,0.532,0.297,0.107,0.54,0.97,0.81
"39025","3905600","Clermont County (West), Ohio","Cincinnati, OH-KY-IN",2019,0.018,0.531,0.281,0.111,0.89,0.92,0.84
"39025","3905700","Clermont (East) & Brown Counties, Ohio","Cincinnati, OH-KY-IN",2019,0.014,0.501,0.303,0.135,0.69,0.99,1.02
"39061","3905501","Hamilton County (West)--Mack & Dent, Ohio","Cincinnati, OH-KY-IN",2019,0.013,0.539,0.301,0.113,0.64,0.99,0.86
"39061","3905503","Cincinnati City (West), Ohio","Cincinnati, OH-KY-IN",2019,0.041,0.507,0.337,0.136,2.03,1.1,1.03
"39061","3905504","Cincinnati City (Central), Ohio","Cincinnati, OH-KY-IN",2019,0.039,0.543,0.326,0.19,1.93,1.07,1.44
"39061","3905507","Hamilton County (East)--Loveland, Montgomery Cities & Forestville, Ohio","Cincinnati, OH-KY-IN",2019,0.017,0.519,0.298,0.143,0.84,0.98,1.08
"39061","3905502","Hamilton County (Central)--Forest Park City, White Oak, Bridgetown & Finneytown, Ohio","Cincinnati, OH-KY-IN",2019,0.022,0.532,0.295,0.146,1.09,0.97,1.11
"39061","3905505","Cincinnati (East) & Norwood Cities, Ohio","Cincinnati, OH-KY-IN",2019,0.012,0.569,0.3,0.128,0.59,0.98,0.97
"39061","3905506","Hamilton County (North Central)--Sharonville, Blue Ash, Springdale & Reading Cities, Ohio","Cincinnati, OH-KY-IN",2019,0.036,0.56,0.276,0.155,1.78,0.9,1.17
"39165","3905301","Warren County (East)--Lebanon & Springboro (East) Cities, Ohio","Cincinnati, OH-KY-IN",2019,0.017,0.54,0.351,0.108,0.84,1.15,0.82
"39165","3905302","Warren County (West)--Mason, Franklin & Springboro (West) Cities, Ohio","Cincinnati, OH-KY-IN",2019,0.019,0.504,0.286,0.151,0.94,0.94,1.14
"18035","1802000","Delaware County--Muncie City, Indiana","Muncie, IN",2019,0.026,0.491,0.283,0.188,1,1,1
"18037","1803400","Dubois, Knox, Spencer, Perry, Pike & Crawford Counties, Indiana","Jasper, IN",2019,0.014,0.515,0.344,0.109,1,1,1
"18039","1800500","Elkhart County--Elkhart & Goshen Cities, Indiana","Elkhart-Goshen, IN",2019,0.017,0.507,0.358,0.115,1,1,1
"18053","1801400","Grant, Miami & Wabash Counties, Indiana","Marion, IN",2019,0.022,0.486,0.394,0.122,1,1,1
"18065","1801500","Henry, Randolph, Jay & Blackford Counties, Indiana","New Castle, IN",2019,0.025,0.437,0.395,0.116,1,1,1
"18067","1801300","Howard, Cass & Tipton Counties--Kokomo City, Indiana","Kokomo, IN",2019,0.017,0.495,0.407,0.15,1,1,1
"18069","1800900","Huntington, Whitley, Adams & Wells Counties, Indiana","Huntington, IN",2019,0.021,0.512,0.402,0.114,1,1,1
"18077","1803000","Jefferson, Jennings, Decatur & Scott Counties, Indiana","Madison, IN",2019,0.012,0.477,0.429,0.146,1,1,1
"18085","1800800","Kosciusko & Marshall Counties, Indiana","Warsaw, IN",2019,0.018,0.507,0.384,0.106,1,1,1
"18091","1800300","LaPorte County, Indiana","Michigan City-La Porte, IN",2019,0.018,0.482,0.325,0.132,1,1,1
"18093","1802700","Greene, Daviess, Owen, Orange & Martin Counties, Indiana","Bedford, IN",2019,0.017,0.496,0.339,0.146,1,1,1
"18105","1802800","Monroe County--Bloomington City, Indiana","Bloomington, IN",2019,0.016,0.515,0.254,0.17,1,1,1
"18107","1801100","Montgomery, Clinton, White, Carroll & Benton Counties, Indiana","Crawfordsville, IN",2019,0.021,0.479,0.427,0.125,1,1,1
"18113","1800600","Noble, DeKalb, LaGrange & Steuben Counties, Indiana","Kendallville, IN",2019,0.014,0.497,0.4,0.127,1,1,1
"18141","1800402","St. Joseph County (Outside South Bend City)--Mishawaka City, Indiana","South Bend-Mishawaka, IN-MI",2019,0.013,0.49,0.321,0.12,0.83,1.03,0.87
"18141","1800401","St. Joseph County (North)--South Bend City, Indiana","South Bend-Mishawaka, IN-MI",2019,0.019,0.505,0.298,0.161,1.22,0.96,1.17
"18157","1801200","Tippecanoe County--Lafayette & West Lafayette Cities, Indiana","Lafayette-West Lafayette, IN",2019,0.016,0.532,0.326,0.156,1,1,1
"18163","1803300","Vanderburgh County--Evansville City, Indiana","Evansville, IN-KY",2019,0.032,0.511,0.33,0.182,1.24,0.96,1.21
"18173","1803200","Warrick, Gibson & Posey Counties, Indiana","Evansville, IN-KY",2019,0.019,0.526,0.351,0.11,0.74,1.02,0.73
"21101","2101400","Green River Area Development District (Southwest), Kentucky","Evansville, IN-KY",2019,0.023,0.491,0.366,0.144,0.89,1.06,0.96
"18177","1802600","Wayne, Fayette, Rush & Union Counties, Indiana","Richmond, IN",2019,0.023,0.502,0.392,0.122,1,1,1
"19013","1900500","Black Hawk County--Waterloo & Cedar Falls Cities, Iowa","Waterloo-Cedar Falls, IA",2019,0.032,0.55,0.38,0.138,1.25,0.98,1.06
"19017","1900400","Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties, Iowa","Waterloo-Cedar Falls, IA",2019,0.018,0.518,0.393,0.122,0.7,1.02,0.93
"19033","1900200","Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties, Iowa","Mason City, IA",2019,0.011,0.518,0.409,0.105,1,1,1
"19045","1900800","Clinton, Muscatine, Jones & Cedar Counties, Iowa","Clinton, IA",2019,0.022,0.512,0.372,0.114,1,1,1
"19057","1902300","Des Moines, Lee, Henry & Louisa Counties, Iowa","Burlington, IA-IL",2019,0.027,0.483,0.384,0.132,1,1,1
"19061","1900700","Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City, Iowa","Dubuque, IA",2019,0.018,0.538,0.353,0.127,1,1,1
"19103","1901100","Johnson County--Iowa City, Iowa","Iowa City, IA",2019,0.023,0.587,0.323,0.14,1,1,1
"19113","1901000","Linn County--Cedar Rapids City, Iowa","Cedar Rapids, IA",2019,0.026,0.55,0.345,0.109,1,1,1
"19127","1901200","Marshall, Benton, Poweshiek, Tama & Iowa Counties, Iowa","Marshalltown, IA",2019,0.026,0.514,0.398,0.117,1,1,1
"19153","1901600","Polk County (East)--Ankeny & Altoona Cities, Iowa","Des Moines-West Des Moines, IA",2019,0.016,0.547,0.202,0.114,0.77,0.74,0.93
"19153","1901700","Des Moines City, Iowa","Des Moines-West Des Moines, IA",2019,0.029,0.538,0.303,0.14,1.39,1.1,1.15
"19153","1901500","Polk (Southwest) & Dallas (East) Counties--West Des Moines & Urbandale Cities, Iowa","Des Moines-West Des Moines, IA",2019,0.019,0.589,0.257,0.128,0.91,0.94,1.05
"19181","1901400","Warren, Jasper, Marion, Dallas (West) & Madison Counties, Iowa","Des Moines-West Des Moines, IA",2019,0.018,0.529,0.337,0.099,0.86,1.23,0.81
"19155","1902100","Southwest Iowa--Council Bluffs City, Iowa","Omaha-Council Bluffs, NE-IA",2019,0.017,0.511,0.387,0.124,0.87,1.3,0.92
"31055","3100901","Douglas County--Omaha City (Northwest), Nebraska","Omaha-Council Bluffs, NE-IA",2019,0.008,0.56,0.288,0.108,0.41,0.97,0.8
"31055","3100904","Douglas County--Omaha City (Southeast), Nebraska","Omaha-Council Bluffs, NE-IA",2019,0.035,0.5,0.316,0.136,1.79,1.06,1.01
"31055","3100903","Douglas County--Omaha City (Northeast), Nebraska","Omaha-Council Bluffs, NE-IA",2019,0.045,0.521,0.245,0.2,2.31,0.82,1.48
"31055","3100902","Douglas County--Omaha City (Southwest), Nebraska","Omaha-Council Bluffs, NE-IA",2019,0.015,0.575,0.301,0.151,0.77,1.01,1.12
"31153","3100702","Sarpy County--Bellevue City, Nebraska","Omaha-Council Bluffs, NE-IA",2019,0.014,0.565,0.253,0.12,0.72,0.85,0.89
"19169","1901300","Story & Boone Counties--Ames City, Iowa","Ames, IA",2019,0.022,0.556,0.27,0.11,1,1,1
"19179","1902200","Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties, Iowa","Ottumwa, IA",2019,0.02,0.537,0.42,0.101,1,1,1
"19187","1900600","Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties, Iowa","Fort Dodge, IA",2019,0.016,0.488,0.413,0.075,1,1,1
"19193","1902000","Woodbury & Plymouth Counties--Sioux City, Iowa","Sioux City, IA-NE-SD",2019,0.015,0.523,0.435,0.128,1,1,1
"20009","2001100","South Central Kansas, Kansas","Great Bend, KS",2019,0.022,0.475,0.437,0.148,1,1,1
"20037","2001500","Southeast Kansas, Kansas","Pittsburg, KS",2019,0.014,0.48,0.365,0.137,1,1,1
"20045","2000700","Douglas County--Lawrence City, Kansas","Lawrence, KS",2019,0.021,0.575,0.256,0.159,1,1,1
"20051","2000100","Northwest Kansas, Kansas","Hays, KS",2019,0.007,0.518,0.428,0.094,1,1,1
"20055","2001200","Southwest Kansas--Dodge City, Garden City & Liberal City, Kansas","Garden City, KS",2019,0.023,0.517,0.439,0.127,1,1,1
"20111","2000900","Flint Hills Region--Emporia City, Kansas","Emporia, KS",2019,0.032,0.499,0.394,0.094,1,1,1
"20155","2001000","Central Kansas--Hutchinson City, Kansas","Hutchinson, KS",2019,0.022,0.504,0.312,0.117,1,1,1
"20161","2000300","Riley, Geary & Pottawatomie Counties--Manhattan City, Kansas","Manhattan, KS",2019,0.025,0.565,0.175,0.167,1,1,1
"20169","2000200","North Central Kansas--Salina City, Kansas","Salina, KS",2019,0.009,0.513,0.414,0.123,1,1,1
"20173","2001303","Sedgwick County (Central)--Wichita City (Central), Kansas","Wichita, KS",2019,0.03,0.475,0.32,0.169,1.32,0.99,1.1
"20173","2001302","Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast), Kansas","Wichita, KS",2019,0.022,0.496,0.307,0.146,0.97,0.95,0.95
"20173","2001304","Sedgwick (South) & Butler (Southwest) Counties--Wichita (South) & Derby Cities, Kansas","Wichita, KS",2019,0.021,0.527,0.369,0.156,0.93,1.14,1.02
"20173","2001301","Sedgwick (Northwest) & Harvey Counties--Wichita (Northwest) & Newton Cities, Kansas","Wichita, KS",2019,0.02,0.516,0.296,0.147,0.88,0.91,0.96
"20177","2000801","Shawnee County (Central)--Topeka City, Kansas","Topeka, KS",2019,0.014,0.52,0.306,0.133,0.93,0.97,1.05
"20177","2000802","Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties, Kansas","Topeka, KS",2019,0.016,0.51,0.324,0.12,1.06,1.03,0.95
"21009","2100400","Barren River Area Development District (Outer), Kentucky","Glasgow, KY",2019,0.022,0.426,0.359,0.146,1,1,1
"21019","2102800","FIVCO Area Development District, Kentucky","Huntington-Ashland, WV-KY-OH",2019,0.021,0.391,0.373,0.137,1.09,1.07,1.13
"54011","5400800","Cabell, Wayne & Mason Counties--Huntington City, West Virginia","Huntington-Ashland, WV-KY-OH",2019,0.02,0.408,0.374,0.117,1.04,1.07,0.96
"54079","5400900","Putnam, Boone & Lincoln Counties, West Virginia","Huntington-Ashland, WV-KY-OH",2019,0.016,0.43,0.282,0.11,0.83,0.81,0.9
"21047","2100300","Pennyrile Area Development District (South), Kentucky","Clarksville, TN-KY",2019,0.031,0.441,0.302,0.137,1.1,1.19,0.97
"47125","4700300","Montgomery & Stewart Counties--Clarksville City, Tennessee","Clarksville, TN-KY",2019,0.027,0.496,0.233,0.144,0.96,0.92,1.01
"21059","2101500","Green River Area Development District (Northeast)--Daviess & Hancock Counties, Kentucky","Owensboro, KY",2019,0.019,0.473,0.392,0.127,1,1,1
"21067","2101902","Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer), Kentucky","Lexington-Fayette, KY",2019,0.016,0.542,0.292,0.151,0.67,0.9,1.11
"21067","2101901","Bluegrass Area Development District (Central)--Lexington-Fayette County (Central), Kentucky","Lexington-Fayette, KY",2019,0.036,0.53,0.306,0.176,1.52,0.95,1.29
"21113","2102100","Bluegrass Area Development District (South), Kentucky","Lexington-Fayette, KY",2019,0.035,0.456,0.319,0.092,1.47,0.99,0.67
"21209","2102300","Bluegrass Area Development District (Northeast), Kentucky","Lexington-Fayette, KY",2019,0.015,0.495,0.392,0.115,0.63,1.21,0.84
"21073","2102000","Bluegrass Area Development District (West), Kentucky","Frankfort, KY",2019,0.019,0.488,0.297,0.106,1,1,1
"21093","2101300","Lincoln Trail Area Development District (West), Kentucky","Elizabethtown-Fort Knox, KY",2019,0.019,0.468,0.323,0.123,1,1,1
"21107","2100200","Pennyrile Area Development District (North), Kentucky","Madisonville, KY",2019,0.012,0.422,0.392,0.139,1,1,1
"21125","2100800","Cumberland Valley Area Development District (North), Kentucky","London, KY",2019,0.014,0.37,0.393,0.118,0.58,1,1.03
"21235","2100900","Cumberland Valley Area Development District (South), Kentucky","London, KY",2019,0.034,0.354,0.391,0.112,1.4,1,0.97
"21145","2100100","Purchase Area Development District, Kentucky","Paducah, KY-IL",2019,0.019,0.46,0.332,0.108,1,1,1
"21151","2102200","Bluegrass Area Development District (Southeast), Kentucky","Richmond-Berea, KY",2019,0.026,0.468,0.291,0.153,1,1,1
"21173","2102700","Buffalo Trace & Gateway Area Development Districts, Kentucky","Mount Sterling, KY",2019,0.017,0.42,0.378,0.111,1,1,1
"21179","2101200","Lincoln Trail Area Development District (East), Kentucky","Bardstown, KY",2019,0.026,0.462,0.338,0.137,1,1,1
"21199","2100700","Lake Cumberland Area Development District (East), Kentucky","Somerset, KY",2019,0.021,0.41,0.351,0.156,1,1,1
"21217","2100600","Lake Cumberland Area Development District (West), Kentucky","Campbellsville, KY",2019,0.024,0.449,0.403,0.087,1,1,1
"21227","2100500","Barren River Area Development District (Central)--Warren County, Kentucky","Bowling Green, KY",2019,0.029,0.532,0.334,0.171,1,1,1
"22001","2201100","Acadiana Regional Development District 2--Acadia & Vermilion Parishes, Louisiana","Lafayette, LA",2019,0.021,0.414,0.253,0.125,0.9,0.95,0.98
"22045","2201300","Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes, Louisiana","Lafayette, LA",2019,0.019,0.434,0.305,0.106,0.82,1.14,0.83
"22055","2201201","Acadiana Regional Development District 4--Lafayette Parish (South), Louisiana","Lafayette, LA",2019,0.022,0.529,0.252,0.127,0.94,0.94,0.99
"22055","2201200","Acadiana Regional Development District 3--Lafayette Parish (North), Louisiana","Lafayette, LA",2019,0.032,0.508,0.25,0.158,1.37,0.93,1.24
"22005","2201600","Capital Region Planning Commission 5--Ascension Parish, Louisiana","Baton Rouge, LA",2019,0.013,0.488,0.209,0.111,0.48,0.79,0.84
"22033","2201502","Capital Region Planning Commission 4--East Baton Rouge Parish (North), Louisiana","Baton Rouge, LA",2019,0.047,0.473,0.317,0.091,1.73,1.21,0.69
"22033","2201501","Capital Region Planning Commission 3--Baton Rouge City, Louisiana","Baton Rouge, LA",2019,0.035,0.518,0.265,0.173,1.29,1.01,1.32
"22033","2201500","Capital Region Planning Commission 2--East Baton Rouge Parish (South), Louisiana","Baton Rouge, LA",2019,0.019,0.58,0.281,0.16,0.7,1.07,1.22
"22047","2201400","Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West), Louisiana","Baton Rouge, LA",2019,0.018,0.424,0.267,0.115,0.66,1.02,0.87
"22063","2201700","Capital Region Planning Commission 6--Livingston & St. Helena Parishes, Louisiana","Baton Rouge, LA",2019,0.026,0.475,0.236,0.116,0.96,0.9,0.88
"22015","2200200","Coordinating & Development Corporation 3--Bossier & Webster Parishes, Louisiana","Shreveport-Bossier City, LA",2019,0.013,0.464,0.255,0.163,0.69,0.91,0.89
"22017","2200101","Coordinating & Development Corporation 2--Shreveport City (South), Louisiana","Shreveport-Bossier City, LA",2019,0.016,0.431,0.314,0.201,0.84,1.12,1.1
"22017","2200100","Coordinating & Development Corporation 1--Shreveport City (North), Louisiana","Shreveport-Bossier City, LA",2019,0.031,0.432,0.288,0.193,1.63,1.02,1.06
"22019","2200800","Imperial Calcasieu Regional Planning & Development District 1 (North), Louisiana","Lake Charles, LA",2019,0.024,0.394,0.206,0.138,0.85,0.88,0.82
"22019","2200900","Imperial Calcasieu Regional Planning & Development District 2 (South), Louisiana","Lake Charles, LA",2019,0.032,0.455,0.255,0.195,1.13,1.09,1.15
"22051","2202500","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes, Louisiana","New Orleans-Metairie, LA",2019,0.017,0.494,0.281,0.155,0.63,1.18,0.88
"22051","2202301","Regional Planning Commission 4--Jefferson Parish (Central), Louisiana","New Orleans-Metairie, LA",2019,0.021,0.533,0.194,0.208,0.78,0.81,1.17
"22051","2202300","Regional Planning Commission 3--Jefferson Parish (North), Louisiana","New Orleans-Metairie, LA",2019,0.016,0.554,0.258,0.162,0.59,1.08,0.91
"22051","2202302","Regional Planning Commission 5--Jefferson Parish (West Bank), Louisiana","New Orleans-Metairie, LA",2019,0.036,0.473,0.29,0.171,1.34,1.22,0.97
"22071","2202401","Regional Planning Commission 7--New Orleans City (Central), Louisiana","New Orleans-Metairie, LA",2019,0.046,0.526,0.199,0.23,1.71,0.83,1.3
"22071","2202400","Regional Planning Commission 6--New Orleans City (Northeast), Louisiana","New Orleans-Metairie, LA",2019,0.041,0.498,0.252,0.157,1.52,1.06,0.89
"22071","2202402","Regional Planning Commission 8--New Orleans City (South), Louisiana","New Orleans-Metairie, LA",2019,0.033,0.572,0.182,0.239,1.22,0.76,1.35
"22089","2201900","South Central Planning & Development Commission 1--River Parishes, Louisiana","New Orleans-Metairie, LA",2019,0.022,0.485,0.28,0.138,0.82,1.17,0.78
"22103","2202200","Regional Planning Commission 1--St. Tammany Parish (Northwest), Louisiana","New Orleans-Metairie, LA",2019,0.016,0.465,0.211,0.139,0.59,0.88,0.78
"22103","2202201","Regional Planning Commission 2--St. Tammany Parish (Southeast), Louisiana","New Orleans-Metairie, LA",2019,0.016,0.494,0.248,0.166,0.59,1.04,0.94
"22057","2202000","South Central Planning & Development Commission 2--Lafourche & Assumption Parishes, Louisiana","Houma-Thibodaux, LA",2019,0.019,0.457,0.334,0.106,0.83,1.13,0.73
"22109","2202100","South Central Planning & Development Commission 3--Terrebonne Parish, Louisiana","Houma-Thibodaux, LA",2019,0.027,0.474,0.253,0.186,1.18,0.86,1.28
"22061","2200300","Coordinating & Development Corporation 4--Northwest Louisiana, Louisiana","Ruston, LA",2019,0.026,0.427,0.29,0.135,1,1,1
"22067","2200500","North Delta Regional Planning & Development District 2--Northeast Louisiana, Louisiana","Bastrop, LA",2019,0.03,0.388,0.394,0.099,1,1,1
"22073","2200400","North Delta Regional Planning & Development District 1--Ouachita Parish, Louisiana","Monroe, LA",2019,0.017,0.45,0.322,0.143,1,1,1
"22079","2200700","Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes, Louisiana","Alexandria, LA",2019,0.019,0.466,0.278,0.141,1,1,1
"22097","2201000","Acadiana Regional Development District 1--St. Landry & Evangeline Parishes, Louisiana","Opelousas, LA",2019,0.034,0.413,0.32,0.123,1,1,1
"22105","2201800","Capital Region Planning Commission 7--Tangipahoa & Washington Parishes, Louisiana","Hammond, LA",2019,0.03,0.439,0.279,0.161,1,1,1
"23001","2300600","Androscoggin County, Maine","Lewiston-Auburn, ME",2019,0.01,0.534,0.326,0.157,1,1,1
"23005","2300900","Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities, Maine","Portland-South Portland, ME",2019,0.013,0.577,0.327,0.126,0.74,1.12,0.94
"23005","2300700","Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick, Maine","Portland-South Portland, ME",2019,0.013,0.568,0.287,0.099,0.74,0.98,0.74
"23005","2301000","Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities, Maine","Portland-South Portland, ME",2019,0.024,0.571,0.286,0.142,1.36,0.98,1.06
"23031","2300800","South Maine--York (West) & Cumberland (West) Counties, Maine","Portland-South Portland, ME",2019,0.02,0.534,0.272,0.158,1.14,0.93,1.18
"23011","2300400","Kennebec County, Maine","Augusta-Waterville, ME",2019,0.013,0.528,0.322,0.11,1,1,1
"23019","2300300","Penobscot County, Maine","Bangor, ME",2019,0.015,0.515,0.345,0.132,1,1,1
